"Centre Code","Centre Name","Centre Type","All Student Count","Enrolment Effective","Actual Address Line 1","Actual Address Line 2","Actual Address Line 3","Actual Address Post Code","OIC Title","Postal Address 1","Postal Address 2","Postal Address 3","Postal Address Post Code","Band","Phone Number","Restrict Contact to Outside Teaching Hours","Fax Number","Internet Site","Official Low Year Level","Official High Year Level","Geographic Region","Federal Electorate","State Electorate","Local Government Area"
"2263","Jubilee Primary School","Non-State School","","","34 Manra Way","Pacific Pines","","4211","Principal","PO Box 486","Helensvale","","4212","","(07) 5502 8566","N","(07) 5502 8522","www.jubileeprimary.qld.edu.au","PY","07","South East","Fadden","Gaven","Gold Coast (C)"
"1809","Julatten State School","State School","81","February 2012","1141 Euluma Creek Road","Julatten","","4871","Principal","1141 Euluma Creek Road","Julatten","","4871","06","(07) 4094 1130","N","(07) 4094 1432","www.julattenss.eq.edu.au","PY","07","Far North Queensland","Kennedy","Cook","Tablelands (R)"
"1289","Julia Creek State School","State School","45","February 2012","Burke Street","Julia Creek","","4823","Principal","PO Box 178","Julia Creek","","4823","06","(07) 4746 4444","N","(07) 4746 4400","www.julicreess.eq.edu.au","PY","07","North Queensland","Kennedy","Mount Isa","McKinlay (S)"
"0514","Junction Park State School","State School","365","February 2012","50 Waldheim Street","Annerley","","4103","Principal","50 Waldheim Street","Annerley","","4103","08","(07) 3426 4333","N","(07) 3426 4300","www.juncparkss.eq.edu.au","PY","07","Metropolitan","Griffith","South Brisbane","Brisbane (C)"
"0910","Jundah State School","State School","12","February 2012","11 Garrick Street","Jundah via Longreach","","4736","Principal","PO Box 28","Jundah via Longreach","","4736","05","(07) 4658 6121","N","(07) 4658 6163","www.jundahss.eq.edu.au","PY","07","Central Queensland","Maranoa","Gregory","Barcoo (S)"
"1187","Kaimkillenbun State School","State School","26","February 2012","Messenger Street","Kaimkillenbun","","4406","Principal","Messenger Street","Kaimkillenbun","","4406","05","(07) 4663 4155","N","(07) 4663 4229","www.kaimkillss.eq.edu.au","PY","07","Darling Downs South West","Maranoa","Condamine","Western Downs (R)"
"1279","Kairi State School","State School","74","February 2012","McGeehan Street","Kairi","","4872","Principal","PO Box 24","Kairi","","4872","05","(07) 4089 3777","N","(07) 4089 3700","www.kairiss.eq.edu.au","PY","07","Far North Queensland","Kennedy","Dalrymple","Tablelands (R)"
"1494","Kalamia State School","State School","36","February 2012","Kalamia Estate","via Ayr","","4807","Principal","PO Box 2126","Ayr","","4807","05","(07) 4783 2191","N","(07) 4783 1052","www.kalamiass.eq.edu.au","PY","07","North Queensland","Dawson","Burdekin","Burdekin (S)"
"0343","Kalbar State School","State School","245","February 2012","George Street","Kalbar","","4309","Principal","PO Box 17","Kalbar","","4309","07","(07) 5469 9333","N","(07) 5469 9300","www.kalbarss.eq.edu.au","PY","07","South East","Wright","Beaudesert","Scenic Rim (R)"
"5912","Kalkie SS - Special Education Program","Special Education Program","0","February 2012","Bargara Road","Bundaberg","","4670","Head of Special Education Services","PO Box 6226","Bundaberg East","","4670","05","(07) 4150 7444","N","(07) 4150 7400","","PY","07","North Coast","Hinkler","Burnett","Bundaberg (R)"
"0277","Kalkie State School","State School","349","February 2012","Bargara Road","Bundaberg","","4670","Principal","PO Box 6226","Bundaberg East","","4670","08","(07) 4150 7444","N","(07) 4150 7400","www.kalkiess.eq.edu.au","PY","07","North Coast","Hinkler","Bundaberg","Bundaberg (R)"
"6194","Kallangur SS - Special Education Program","Special Education Program","0","February 2012","139 School Road","Kallangur","","4503","Teacher-in-Charge","139 School Road","Kallangur","","4503","","(07) 3491 5333","N","(07) 3491 5300","","PY","07","North Coast","Dickson","Kallangur","Moreton Bay (R)"
"0605","Kallangur State School","State School","755","February 2012","139 School Road","Kallangur","","4503","Principal","139 School Road","Kallangur","","4503","09","(07) 3491 5333","N","(07) 3491 5300","www.kallangurss.eq.edu.au","PY","07","North Coast","Dickson","Kallangur","Moreton Bay (R)"
"1478","Kandanga State School","State School","42","February 2012","84 Main Street","Kandanga","","4570","Principal","84 Main Street","Kandanga","","4570","05","(07) 5484 3267","N","(07) 5484 3256","www.kandangass.eq.edu.au","PY","07","North Coast","Wide Bay","Gympie","Gympie (R)"
"5913","Karalee SS - Special Education Program","Special Education Program","0","February 2012","77 Arthur Summervilles Road","Karalee","","4306","Teacher-in-Charge","Arthur Summervilles Road","Karalee","","4306","","(07) 3294 5333","N","(07) 3294 5300","","PY","07","Metropolitan","Blair","Ipswich West","Ipswich (C)"
"1938","Karalee State School","State School","541","February 2012","77 Arthur Summervilles Road","Karalee","","4306","Principal","77 Arthur Summervilles Road","Karalee","","4306","08","(07) 3294 5333","N","(07) 3294 5300","www.karaleess.eq.edu.au","PY","07","Metropolitan","Blair","Ipswich West","Ipswich (C)"
"1145","Karara State School","State School","12","February 2012","School Road","Karara","","4352","Principal","PO Box 48","Karara","","4352","05","(07) 4667 4177","N","(07) 4667 4199","www.kararass.eq.edu.au","PY","07","Darling Downs South West","Maranoa","Southern Downs","Southern Downs (R)"
"0449","Karumba State School","State School","35","February 2012","5 Yappar Street","Karumba","","4891","Principal","PO Box 71","Karumba","","4891","06","(07) 4747 6222","N","(07) 4747 6200","www.karumbass.eq.edu.au","PY","07","North Queensland","Kennedy","Mount Isa","Carpentaria (S)"
"5653","Kawana Waters State College","State School","1355","February 2012","119 Sportsmans Parade","Bokarina","","4575","Principal","PO Box 84","Wurtulla","","4575","11","(07) 5493 3388","N","(07) 5493 3004","www.kawanawaterssc.eq.edu.au","PY","12","North Coast","Fisher","Kawana","Sunshine Coast (R)"
"5237","Kawana Waters State College - Special Education Program","Special Education Program","0","February 2012","119 Sportsmans Parade","Bokarina","","4575","Head of Special Education Services","PO Box 84","Wurtulla","","4575","06","(07) 5493 3388","N","(07) 5493 3004","","PY","12","North Coast","Fisher","Kawana","Sunshine Coast (R)"
"3537","Kawungan SS - Special Education Program","Special Education Program","0","February 2012","Grevillea Street","Kawungan Hervey Bay","","4655","Head of Special Education Services","Grevillea Street","Kawungan","Hervey Bay","4655","06","(07) 4197 9111","N","(07) 4197 9100","","0P","07","North Coast","Hinkler","Hervey Bay","Fraser Coast (R)"
"1987","Kawungan State School","State School","1028","February 2012","Grevillea Street","Kawungan Hervey Bay","","4655","Principal","Grevillea Street","Kawungan","Hervey Bay","4655","10","(07) 4197 9111","N","(07) 4197 9100","www.kawunganss.eq.edu.au","PY","07","North Coast","Hinkler","Hervey Bay","Fraser Coast (R)"
"3599","Kay Hass Memorial Cycle Track (Maryborough)","Support Unit (Other)","0","","164 Woodstock Street","Maryborough","","4650","Officer-in-Charge","c/- Maryborough Special School","164 Woodstock Street","Maryborough","4650","","(07) 4121 4780","N","(07) 4123 3165","","","","North Coast","Wide Bay","Maryborough","Fraser Coast (R)"
"6610","Kedron Service Centre (Early Childhood Education and Care)","Administrative Unit (Other)","0","","257 Gympie Road","Kedron","","4031","Regional Manager","c/- Brisbane North District Office","257 Gympie Road","Kedron","4031","","(07) 3109 0635","N","","","","","Metropolitan","Lilley","Clayfield","Brisbane (C)"
"3243","Kedron SHS - Special Education Program","Special Education Program","0","February 2012","Park Road","Wooloowin","","4030","Head of Special Education Services","Park Road","Wooloowin","","4030","06","(07) 3630 3361","N","(07) 3630 3359","www.kedronshs.eq.edu.au","08","12","Metropolitan","Brisbane","Clayfield","Brisbane (C)"
"2427","Kedron SHS Special Education Unit (ESL)","Special Education Unit (ESL)","0","February 2012","Park Road","Wooloowin","","4030","Head of Special Education Services","Park Road","Wooloowin","","4030","06","(07) 3357 1576","N","(07) 3630 3300","www.kedronshs.eq.edu.au","08","12","Metropolitan","Brisbane","Clayfield","Brisbane (C)"
"2039","Kedron State High School","State High School","1173","February 2012","Park Road","Wooloowin","","4030","Principal","Park Road","Wooloowin","","4030","10","(07) 3630 3333","N","(07) 3630 3300","www.kedronshs.eq.edu.au","08","12","Metropolitan","Brisbane","Clayfield","Brisbane (C)"
"0371","Kedron State School","State School","394","February 2012","Leckie Road","Kedron","","4031","Principal","PO Box 53","Kedron","","4031","08","(07) 3621 3444","N","(07) 3621 3400","www.kedronss.eq.edu.au","PY","07","Metropolitan","Lilley","Clayfield","Brisbane (C)"
"6605","Keebra Park Alternate Pathways Centre","Support Unit (Other)","0","","Dominions Road","Ashmore","","4214","Principal","Keebra Park Alternate Pathways Centre","Anne Street","Southport","4215","","(07) 5509 2555","N","(07) 5591 7256","","07","10","South East","Moncrieff","Southport","Gold Coast (C)"
"6195","Keebra Park SHS - Special Education Program","Special Education Program","0","February 2012","Anne Street","Southport","","4215","Teacher-in-Charge","PO Box 40","Southport","","4215","","(07) 5509 2555","N","(07) 5591 7256","","08","12","South East","Moncrieff","Southport","Gold Coast (C)"
"3256","Keebra Park Special Education Unit (ESL)","Special Education Unit (ESL)","0","February 2012","Anne Street","Southport","","4215","Head of Special Education Services","Anne Street","Southport","","4215","06","(07) 5509 2524","N","(07) 5591 7256","www.keebraparkshs.eq.edu.au","08","12","South East","Moncrieff","Southport","Gold Coast (C)"
"2046","Keebra Park State High School","State High School","664","February 2012","Anne Street","Southport","","4215","Principal","PO Box 40","Southport","","4215","09","(07) 5509 2555","N","(07) 5591 7256","www.keebraparkshs.eq.edu.au","08","12","South East","Moncrieff","Southport","Gold Coast (C)"
"1960","Kelso State School","State School","414","February 2012","Yvette Street","Kelso","","4815","Principal","PO Box 10175","Rasmussen","","4815","08","(07) 4789 6222","N","(07) 4789 6200","www.kelsoss.eq.edu.au","PY","07","North Queensland","Herbert","Thuringowa","Townsville (C)"
"2409","Kelvin Grove State College","State School","1910","February 2012","L'Estrange Terrace","Kelvin Grove","","4059","Executive Principal","L'Estrange Terrace","Kelvin Grove","","4059","11","(07) 3552 7333","N","(07) 3552 7300","www.kelvingrovesc.eq.edu.au","PY","12","Metropolitan","Brisbane","Brisbane Central","Brisbane (C)"
"5274","Kelvin Grove State College - Special Education Program","Special Education Program","0","February 2012","L'Estrange Terrace","Kelvin Grove","","4059","Head of Special Education Services","L'Estrange Terrace","Kelvin Grove","","4059","05","(07) 3552 7363","N","(07) 3552 7300","www.kelvingrovesc.eq.edu.au","PY","12","Metropolitan","Brisbane","Brisbane Central","Brisbane (C)"
"7944","Kenilworth State CC - Special Education Program","Special Education Program","0","February 2012","3717 Maleny-Kenilworth Road","Kenilworth","","4574","Teacher-in-Charge","3717 Maleny-Kenilworth Road","Kenilworth","","4574","","(07) 5440 0555","N","(07) 5440 0500","","PY","07","North Coast","Fairfax","Nicklin","Sunshine Coast (R)"
"1309","Kenilworth State Community College","State School","52","February 2012","3717 Maleny-Kenilworth Road","Kenilworth","","4574","Principal","3717 Maleny-Kenilworth Road","Kenilworth","","4574","06","(07) 5440 0555","N","(07) 5440 0500","www.kenilworthscc.eq.edu.au","PY","07","North Coast","Fairfax","Nicklin","Sunshine Coast (R)"
"0085","Kenmore SHS - Special Education Program","Special Education Program","0","February 2012","60 Aberfeldy Street","Kenmore","","4069","Head of Special Education Services","PO Box 116","Kenmore","","4069","05","(07) 3327 1555","N","(07) 3327 1500","www.kenmoreshs.eq.edu.au","08","12","Metropolitan","Ryan","Moggill","Brisbane (C)"
"1143","Kenmore South State School","State School","502","February 2012","16 Kersley Road","Kenmore","","4069","Principal","PO Box 274","Kenmore","","4069","08","(07) 3327 0888","N","(07) 3327 0800","www.kenmoresouthss.eq.edu.au","PY","07","Metropolitan","Ryan","Moggill","Brisbane (C)"
"3462","Kenmore SS - Special Education Program","Special Education Program","0","February 2012","2052 Moggill Road","Kenmore","","4069","Head of Special Education Services","PO Box 440","Kenmore","","4069","05","(07) 3327 2433","N","(07) 3327 2400","www.kenmoress.eq.edu.au","PY","07","Metropolitan","Ryan","Moggill","Brisbane (C)"
"2132","Kenmore State High School","State High School","1613","February 2012","60 Aberfeldy Street","Kenmore","","4069","Executive Principal","PO Box 116","Kenmore","","4069","11","(07) 3327 1555","N","(07) 3327 1500","www.kenmoreshs.eq.edu.au","08","12","Metropolitan","Ryan","Moggill","Brisbane (C)"
"0923","Kenmore State School","State School","268","February 2012","2052 Moggill Road","Kenmore","","4069","Principal","PO Box 440","Kenmore","","4069","07","(07) 3327 2444","N","(07) 3327 2400","www.kenmoress.eq.edu.au","PY","07","Metropolitan","Ryan","Moggill","Brisbane (C)"
"0868","Kennedy State School","State School","63","February 2012","161 Kennedy Creek Road","Kennedy","","4816","Principal","161 Kennedy Creek Road","Kennedy","","4816","05","(07) 4066 0136","N","(07) 4066 0274","www.kennedyss.eq.edu.au","PY","07","Far North Queensland","Kennedy","Hinchinbrook","Cassowary Coast (R)"
"0710","Kentville State School","State School","35","February 2012","Turpin Road","Kentville via Forest Hill","","4342","Principal","MS 546","Forest Hill","","4342","05","(07) 5411 5111","N","(07) 5411 5100","www.kentvillss.eq.edu.au","PY","07","Darling Downs South West","Wright","Lockyer","Lockyer Valley (R)"
"2074","Kepnock SHS - Special Education Program","Special Education Program","0","February 2012","Kepnock Road","Bundaberg","","4670","Head of Special Education Services","Kepnock Road","Bundaberg","","4670","07","(07) 4131 1888","N","(07) 4131 1800","www.kepnockshs.eq.edu.au","08","12","North Coast","Hinkler","Bundaberg","Bundaberg (R)"
"2095","Kepnock State High School","State High School","1278","February 2012","Kepnock Road","Bundaberg","","4670","Principal","PO Box 4310","Bundaberg South","","4670","11","(07) 4131 1888","N","(07) 4131 1800","www.kepnockshs.eq.edu.au","08","12","North Coast","Hinkler","Bundaberg","Bundaberg (R)"
"6497","Keppel Education Pathways","Associated Unit (Other)","0","February 2012","James Street","Yeppoon","","4703","Principal","PO Box 296","Yeppoon","","4703","","(07) 4939 8233","N","(07) 4925 1300","","08","12","Central Queensland","Capricornia","Keppel","Rockhampton (R)"
"0670","Keppel Sands State School","State School","12","February 2012","1325 Keppel Sands Road","Keppel Sands","","4702","Principal","PO Box 2045","Keppel Sands","","4702","05","(07) 4934 4760","N","(07) 4934 4775","www.keppsandss.eq.edu.au","PY","07","Central Queensland","Capricornia","Keppel","Rockhampton (R)"
"1707","Kia-Ora State School","State School","45","February 2012","Anderleigh Road","Kia Ora Via Gympie","","4570","Principal","MS 316","2754 Anderleigh Road","Kia Ora","4570","05","(07) 5486 5229","N","(07) 5486 5432","www.kia-orass.eq.edu.au","PY","07","North Coast","Wide Bay","Gympie","Gympie (R)"
